# image id, class 0, class 1, class 2, class 3, class 4, class 5, class 6, class 7, class 8, class 9, class 10, class 11, class 12, class 13, class 14
1.300000000000000000e+01,-5.074348926544189453e+00,1.020731353759765625e+01,2.698946571350097656e+01,-2.272554779052734375e+01,-2.904974174499511719e+01,-2.920591926574707031e+01,-3.455972671508789062e+01,3.840063095092773438e+00,7.786124706268310547e+00,2.745580911636352539e+00,8.749612808227539062e+00,-4.535398960113525391e+00,3.713283538818359375e+01,-2.454825401306152344e+01,-1.330593490600585938e+01
1.400000000000000000e+01,1.522063827514648438e+01,2.485745429992675781e+00,-1.201167774200439453e+01,-4.963655173778533936e-01,-4.429102420806884766e+00,-1.931265449523925781e+01,1.193767309188842773e+00,2.832667541503906250e+01,-1.501207232475280762e+00,2.279454040527343750e+01,1.977527046203613281e+01,-1.426960945129394531e+01,5.897467613220214844e+00,1.129701805114746094e+01,-1.594473552703857422e+01
1.500000000000000000e+01,-6.454335689544677734e+00,-2.501358985900878906e+01,1.436589527130126953e+01,-1.536443996429443359e+01,-4.777069091796875000e+00,-3.464730453491210938e+01,-2.817987823486328125e+01,1.890069389343261719e+01,9.027033805847167969e+00,9.031001091003417969e+00,8.493573188781738281e+00,1.452769279479980469e+01,3.166914558410644531e+01,-2.701076984405517578e+00,-1.063156795501708984e+01
1.600000000000000000e+01,-9.927295684814453125e+00,-4.120609164237976074e-01,7.444996833801269531e-01,-3.060278511047363281e+01,-3.386403799057006836e+00,-1.543485832214355469e+01,-4.142480850219726562e+01,1.756756210327148438e+01,1.009163284301757812e+01,4.019289779663085938e+01,1.843316268920898438e+01,-1.687151908874511719e+01,-6.553916931152343750e+00,-1.837407302856445312e+01,-1.100836849212646484e+01
1.700000000000000000e+01,6.835349202156066895e-01,2.316255092620849609e+00,-1.221258759498596191e+00,-1.718876838684082031e+01,-1.810079002380371094e+01,-4.528063583374023438e+01,-3.960343933105468750e+01,2.014791297912597656e+01,2.482685279846191406e+01,1.683455848693847656e+01,2.477045631408691406e+01,-1.258267760276794434e+00,1.633802986145019531e+01,-1.764213204383850098e+00,-2.030729103088378906e+01
1.800000000000000000e+01,6.243833065032958984e+00,6.066675662994384766e+00,1.434278488159179688e+01,-3.580827713012695312e+00,-2.458857917785644531e+01,-1.315558719635009766e+01,-2.600447082519531250e+01,3.263013458251953125e+01,3.647101974487304688e+01,1.060002994537353516e+01,1.359105259180068970e-01,1.545569229125976562e+01,1.040490627288818359e+01,-9.648701548576354980e-02,-8.919422149658203125e+00
1.900000000000000000e+01,-1.145234489440917969e+01,-1.566376304626464844e+01,-8.796190261840820312e+00,-2.474664688110351562e+01,-6.945091247558593750e+00,-1.939121818542480469e+01,-3.778784561157226562e+01,2.834636116027832031e+01,7.687041282653808594e+00,7.864389896392822266e+00,6.161962032318115234e+00,-6.097350597381591797e+00,-8.341836929321289062e-02,-1.244859218597412109e+01,1.087276649475097656e+01
2.000000000000000000e+01,-7.203226566314697266e+00,2.376485252380371094e+01,2.159352302551269531e+00,-2.456968688964843750e+01,-3.400044631958007812e+01,-4.279455947875976562e+01,-4.790483093261718750e+01,8.586123466491699219e+00,3.537546157836914062e+01,1.954723167419433594e+01,-1.621426010131835938e+01,1.308855628967285156e+01,5.360181427001953125e+01,-1.166523456573486328e+01,-1.289189815521240234e+01
2.100000000000000000e+01,-1.364917945861816406e+01,-2.081600129604339600e-01,-3.461848735809326172e+00,-3.226474380493164062e+01,-1.982887840270996094e+01,-1.322179698944091797e+01,-3.177587699890136719e+01,1.328327941894531250e+01,1.141917991638183594e+01,2.369166564941406250e+01,1.306065368652343750e+01,3.763439893722534180e+00,2.191090583801269531e+01,-3.463559865951538086e+00,4.563866615295410156e+00
2.200000000000000000e+01,-4.604410648345947266e+00,6.469003200531005859e+00,9.473590850830078125e+00,3.801165819168090820e+00,-1.002170372009277344e+01,-1.135839366912841797e+01,8.355798721313476562e+00,1.307813739776611328e+01,4.600926876068115234e+00,1.325260543823242188e+01,1.816088318824768066e+00,-1.802378082275390625e+01,2.998875236511230469e+01,-2.211197614669799805e+00,-2.511121559143066406e+01
2.300000000000000000e+01,-1.143967628479003906e+01,-2.083543205261230469e+01,-9.846858978271484375e+00,-1.122141742706298828e+01,-7.332927227020263672e+00,-2.395978736877441406e+01,-2.305063247680664062e+01,2.034385442733764648e+00,1.558937358856201172e+01,5.893343448638916016e+00,1.296237087249755859e+01,-2.313119888305664062e+01,4.185145187377929688e+01,7.263496398925781250e+00,-4.965689659118652344e+00
2.400000000000000000e+01,-2.025258827209472656e+01,-1.553108882904052734e+01,-2.641968250274658203e+00,-1.600344085693359375e+01,-1.926623535156250000e+01,-3.214963531494140625e+01,-2.764005279541015625e+01,5.930541515350341797e+00,1.585400485992431641e+01,2.203100776672363281e+01,9.452815055847167969e+00,7.995279788970947266e+00,3.105528259277343750e+01,3.875257730484008789e+00,-1.228448390960693359e+01
2.500000000000000000e+01,-6.452392339706420898e-01,-9.699773788452148438e+00,1.331921958923339844e+01,-2.341660118103027344e+01,-2.169167709350585938e+01,-4.353339004516601562e+01,-3.014752197265625000e+01,9.415700912475585938e+00,2.296472358703613281e+01,-1.006650328636169434e+00,1.085297203063964844e+01,1.426204490661621094e+01,2.812203216552734375e+01,-6.458929061889648438e+00,-3.492707443237304688e+01
2.600000000000000000e+01,-2.075483703613281250e+01,-2.956853103637695312e+01,2.963067626953125000e+01,-1.484148883819580078e+01,-2.914682388305664062e+01,-6.238859558105468750e+01,-2.569885635375976562e+01,-8.233357429504394531e+00,1.048995494842529297e+01,4.884901046752929688e-01,7.387691140174865723e-01,3.341536998748779297e+00,4.822007751464843750e+01,-1.723055076599121094e+01,-3.232826995849609375e+01
2.700000000000000000e+01,-5.635027408599853516e+00,1.954442787170410156e+01,4.329574203491210938e+01,-2.696068572998046875e+01,-2.459107971191406250e+01,-4.183789825439453125e+01,-2.593716049194335938e+01,2.132945251464843750e+01,1.235339450836181641e+01,-6.975464820861816406e+00,2.320378303527832031e+01,3.405468750000000000e+01,3.784173583984375000e+01,-4.836620330810546875e+01,-3.610798263549804688e+01
2.800000000000000000e+01,1.513587284088134766e+01,-1.231309318542480469e+01,-8.312658309936523438e+00,5.785257339477539062e+00,-6.414806365966796875e+00,-3.988647842407226562e+01,-1.479800796508789062e+01,3.293994522094726562e+01,1.102404236793518066e+00,2.664910316467285156e+01,4.822464466094970703e+00,-4.100968837738037109e+00,1.232388687133789062e+01,-1.933956336975097656e+01,-2.728840255737304688e+01
2.900000000000000000e+01,-7.337926864624023438e+00,1.784333610534667969e+01,-2.774992370605468750e+01,-3.658684492111206055e+00,-2.958194541931152344e+01,-3.433942413330078125e+01,-2.801585960388183594e+01,3.329066848754882812e+01,3.375590515136718750e+01,2.204812240600585938e+01,7.046651363372802734e+00,-3.776342570781707764e-01,3.148966789245605469e+01,4.265355110168457031e+00,-1.165320396423339844e+01
3.000000000000000000e+01,-2.634606361389160156e+01,2.049821281433105469e+01,4.437139511108398438e+01,-3.489246368408203125e+01,-3.792037200927734375e+01,-5.496766281127929688e+01,-3.125008201599121094e+01,2.434602737426757812e+01,1.919136810302734375e+01,-6.019780039787292480e-01,3.746857833862304688e+01,6.256015014648437500e+01,2.358453941345214844e+01,-3.767198562622070312e+01,-2.227838039398193359e+00
3.100000000000000000e+01,1.003978443145751953e+01,-1.454824328422546387e+00,-8.084078788757324219e+00,-1.046124839782714844e+01,-8.440524101257324219e+00,-4.636029052734375000e+01,-4.014073944091796875e+01,2.019661712646484375e+01,3.461203384399414062e+01,1.961269950866699219e+01,1.071201515197753906e+01,1.429386425018310547e+01,4.755057144165039062e+01,-3.822049617767333984e+00,-2.968424606323242188e+01
3.200000000000000000e+01,-1.072700977325439453e+01,1.829334139823913574e+00,1.176739025115966797e+01,-2.358613014221191406e+00,-1.405621147155761719e+01,-1.818531608581542969e+01,1.438209056854248047e+00,1.939031481742858887e+00,5.048641681671142578e+00,7.573462128639221191e-01,-1.356220841407775879e+00,-2.247414588928222656e+01,3.932273101806640625e+01,-9.522608757019042969e+00,-1.763564300537109375e+01
3.300000000000000000e+01,-8.220552444458007812e+00,8.194255828857421875e+00,1.164806175231933594e+01,-1.593291091918945312e+01,-3.153616523742675781e+01,-2.505459213256835938e+01,8.583000183105468750e+00,3.442686462402343750e+01,3.192585945129394531e+00,9.627962112426757812e+00,4.692492961883544922e+00,1.015377807617187500e+01,4.693271636962890625e+01,-1.552656745910644531e+01,-2.460358619689941406e+01
3.400000000000000000e+01,5.132080554962158203e+00,-1.025294685363769531e+01,1.497699928283691406e+01,-2.529263496398925781e+00,-1.413423442840576172e+01,-2.617340278625488281e+01,-2.115416526794433594e+00,-7.005445003509521484e+00,1.272674655914306641e+01,3.527548074722290039e+00,9.109405517578125000e+00,-4.607284069061279297e+00,1.480064201354980469e+01,-2.187743759155273438e+01,-1.913696098327636719e+01
3.500000000000000000e+01,-1.009280681610107422e+01,-1.674973678588867188e+01,-1.120794963836669922e+01,8.341308593750000000e+00,-4.009605407714843750e+00,-3.406814193725585938e+01,1.617225837707519531e+01,1.168303394317626953e+01,-1.123272132873535156e+01,1.061018466949462891e+00,-2.965893983840942383e+00,-3.772756099700927734e+00,1.281286811828613281e+01,-1.750162392854690552e-01,-1.811332130432128906e+01
3.600000000000000000e+01,8.034097671508789062e+00,2.374254465103149414e+00,-3.108210325241088867e+00,-8.310372233390808105e-01,-1.973543548583984375e+01,-3.449424362182617188e+01,-2.329349708557128906e+01,1.887101233005523682e-01,1.950443077087402344e+01,-7.811881303787231445e-01,-1.849740028381347656e+00,1.079873442649841309e+00,3.975858306884765625e+01,-2.254662275314331055e+00,-2.451723289489746094e+01
3.700000000000000000e+01,1.589452838897705078e+01,7.745082378387451172e+00,-6.151866436004638672e+00,4.954490661621093750e+00,-2.021228981018066406e+01,-1.613430976867675781e+01,6.398942470550537109e+00,3.093119812011718750e+01,2.387130498886108398e+00,1.973727798461914062e+01,1.946787476539611816e+00,-1.480766963958740234e+01,2.878462409973144531e+01,4.169053554534912109e+00,-1.975101852416992188e+01
3.800000000000000000e+01,-4.008607387542724609e+00,-1.511044216156005859e+01,1.543886756896972656e+01,-2.679525184631347656e+01,-1.666944503784179688e+01,-2.203586959838867188e+01,-3.685986709594726562e+01,3.089147567749023438e+01,3.460285949707031250e+01,1.717019271850585938e+01,3.582386255264282227e+00,-1.645201206207275391e+00,5.788922786712646484e+00,7.129946708679199219e+00,-1.695905685424804688e+01
3.900000000000000000e+01,-5.071549892425537109e+00,1.361515712738037109e+01,-1.510327339172363281e+01,-1.340774059295654297e+01,-9.324892997741699219e+00,-1.784598731994628906e+01,-2.157308012247085571e-01,1.207211780548095703e+01,-2.016421318054199219e+00,2.364427947998046875e+01,2.948876953125000000e+01,-2.244566679000854492e+00,9.415429115295410156e+00,-4.294605731964111328e+00,7.269213199615478516e-01
4.000000000000000000e+01,-1.664327239990234375e+01,-1.005735206604003906e+01,-5.539987087249755859e-01,6.505182266235351562e+00,-1.460949897766113281e+01,-3.915328598022460938e+01,7.918080329895019531e+00,-6.629773616790771484e+00,-1.306957530975341797e+01,4.005370616912841797e+00,5.445581436157226562e+00,-5.830280303955078125e+00,2.495151329040527344e+01,-1.385923290252685547e+01,-2.506660652160644531e+01
4.100000000000000000e+01,-7.819861412048339844e+00,3.874262237548828125e+01,9.959440231323242188e+00,-1.828750801086425781e+01,-3.197449874877929688e+01,-3.343253707885742188e+01,-3.581901550292968750e+01,-2.615170001983642578e+00,4.556311607360839844e+00,1.948831748962402344e+01,1.397432899475097656e+01,4.276853561401367188e+01,2.732072830200195312e+01,-1.936462974548339844e+01,-2.375241279602050781e+01
4.200000000000000000e+01,1.704684495925903320e+00,2.792357206344604492e+00,-8.927346229553222656e+00,3.773964643478393555e+00,1.990465044975280762e+00,-1.419542503356933594e+01,-1.588533496856689453e+01,2.072048187255859375e+01,-1.897857427597045898e+00,1.028542518615722656e+01,-9.076439857482910156e+00,-5.059112980961799622e-02,1.387232971191406250e+01,-3.991222858428955078e+00,2.544727087020874023e+00
4.300000000000000000e+01,-4.607481002807617188e+00,7.308818817138671875e+00,9.809861183166503906e+00,-2.176103019714355469e+01,-2.238152503967285156e+01,-1.353513240814208984e+01,-3.207599639892578125e+01,1.873451614379882812e+01,1.956027030944824219e+01,2.303534317016601562e+01,1.237605571746826172e+01,-7.654932975769042969e+00,7.877741336822509766e+00,-1.184399223327636719e+01,4.096523761749267578e+00
4.400000000000000000e+01,-4.707734584808349609e+00,-1.821573829650878906e+01,2.477972602844238281e+01,-2.644848823547363281e+01,-2.053824996948242188e+01,-4.149597167968750000e+01,-2.038611030578613281e+01,7.908255100250244141e+00,1.599641132354736328e+01,-8.045510292053222656e+00,1.369940662384033203e+01,3.582635641098022461e+00,7.399884700775146484e+00,-2.089480400085449219e+01,-1.176282119750976562e+01
4.500000000000000000e+01,-8.085068702697753906e+00,1.158840370178222656e+01,1.144378900527954102e+00,-2.418823623657226562e+01,-2.228893852233886719e+01,-2.033649826049804688e+01,-3.467826461791992188e+01,1.143315410614013672e+01,1.988582229614257812e+01,2.254940605163574219e+01,1.856451797485351562e+01,3.415060997009277344e+00,4.340330123901367188e+01,-1.299526977539062500e+01,-1.972911262512207031e+01
4.600000000000000000e+01,-6.709523200988769531e+00,6.357263922691345215e-01,6.838867187500000000e+00,-6.397778987884521484e+00,-1.315025520324707031e+01,-1.610404014587402344e+01,-2.416554450988769531e+01,4.111563110351562500e+01,2.181757545471191406e+01,2.397571372985839844e+01,-1.188120961189270020e+00,7.031947135925292969e+00,1.365794181823730469e+01,-2.267437362670898438e+01,-1.648971557617187500e+01
4.700000000000000000e+01,4.982100486755371094e+00,-4.870514392852783203e+00,-6.538778543472290039e-01,1.056298065185546875e+01,-1.899635124206542969e+01,-2.270089530944824219e+01,-9.856301307678222656e+00,1.237012290954589844e+01,-3.598883628845214844e+00,-1.377692699432373047e+01,1.881170272827148438e+01,1.203124809265136719e+01,5.210052967071533203e+00,-2.823457717895507812e+01,-1.313327121734619141e+01
4.800000000000000000e+01,1.967001914978027344e+01,1.981926345825195312e+01,-2.383383989334106445e+00,1.481930160522460938e+01,-1.426841354370117188e+01,-2.850974464416503906e+01,-1.356960964202880859e+01,2.943039131164550781e+01,1.714991760253906250e+01,8.816001892089843750e+00,1.938836812973022461e+00,-8.912417411804199219e+00,4.375739669799804688e+01,-2.013003349304199219e+00,-3.560686492919921875e+01
4.900000000000000000e+01,-8.630479812622070312e+00,-2.902594327926635742e+00,2.028393363952636719e+01,-7.647739410400390625e+00,-2.215905952453613281e+01,-1.833215713500976562e+01,-2.240729093551635742e+00,2.295449256896972656e+01,2.640945196151733398e+00,5.303360939025878906e+00,2.119872665405273438e+01,-2.097320795059204102e+00,2.487841796875000000e+01,-9.731805801391601562e+00,-2.742201232910156250e+01
5.000000000000000000e+01,-3.718179464340209961e+00,-1.417794704437255859e+00,1.440405559539794922e+01,2.278970241546630859e+00,-8.149720191955566406e+00,-3.604361343383789062e+01,6.464690208435058594e+00,-1.083854961395263672e+01,-1.023010540008544922e+01,3.276554822921752930e+00,2.953718602657318115e-01,-4.454315662384033203e+00,3.067732810974121094e+01,-1.248459815979003906e+01,-1.642635154724121094e+01
5.100000000000000000e+01,-2.570697784423828125e+00,1.823360085487365723e+00,-5.830440998077392578e+00,4.750785350799560547e+00,-5.393060684204101562e+00,-2.162115669250488281e+01,9.582774162292480469e+00,2.684589767456054688e+01,-4.922732353210449219e+00,1.168136978149414062e+01,9.081110358238220215e-01,-3.089042091369628906e+01,7.010048389434814453e+00,2.799618244171142578e-01,-2.543902587890625000e+01
5.200000000000000000e+01,-8.487611770629882812e+00,2.337955951690673828e+00,1.297472095489501953e+01,-3.169142484664916992e+00,-2.309217643737792969e+01,-4.078411483764648438e+01,-1.557610988616943359e+01,-1.495503616333007812e+01,1.221080017089843750e+01,-8.253204345703125000e+00,6.610242843627929688e+00,-3.133383750915527344e+00,5.263191223144531250e+01,-1.226610469818115234e+01,-2.618779373168945312e+01
5.300000000000000000e+01,-6.927436351776123047e+00,-1.597132682800292969e+01,-6.721671581268310547e+00,-1.000914573669433594e+01,-9.474893569946289062e+00,-2.570516204833984375e+01,-2.749565315246582031e+01,1.748809432983398438e+01,1.114547824859619141e+01,2.078419685363769531e+01,8.508589744567871094e+00,7.604404926300048828e+00,3.336604309082031250e+01,-2.682821512222290039e+00,-8.592226028442382812e+00
5.400000000000000000e+01,-1.864902114868164062e+01,-1.674370765686035156e+01,-5.680128335952758789e-01,-3.316952514648437500e+01,-5.988246917724609375e+00,-2.240140342712402344e+01,-4.749086761474609375e+01,1.958077049255371094e+01,8.802355766296386719e+00,3.600675201416015625e+01,4.878874778747558594e+00,-5.100322723388671875e+00,9.876102447509765625e+00,-4.733019351959228516e+00,1.353277492523193359e+01
5.500000000000000000e+01,-1.699891281127929688e+01,1.010776329040527344e+01,1.094158458709716797e+01,-3.344293832778930664e+00,-2.246436882019042969e+01,-4.997347640991210938e+01,-5.967945480346679688e+01,2.642789268493652344e+01,2.798750877380371094e+01,1.504815101623535156e+01,1.633365249633789062e+01,8.162415504455566406e+00,5.752455520629882812e+01,-2.017644882202148438e+00,-2.461371612548828125e+01
5.600000000000000000e+01,-8.134878158569335938e+00,3.059849739074707031e+01,4.970894241333007812e+01,-2.832130432128906250e+01,-1.983343887329101562e+01,-5.299424743652343750e+01,-4.561252212524414062e+01,1.164740180969238281e+01,1.945959854125976562e+01,1.543223953247070312e+01,2.730705833435058594e+01,4.663853454589843750e+01,4.744750595092773438e+01,-4.137265777587890625e+01,-2.413400268554687500e+01
5.700000000000000000e+01,-1.176712226867675781e+01,3.059405326843261719e+01,-1.468062877655029297e+01,-2.788176155090332031e+01,-7.809148788452148438e+00,-4.217515182495117188e+01,-6.162875747680664062e+01,9.305423736572265625e+00,1.456220245361328125e+01,2.804241371154785156e+01,1.245096492767333984e+01,-1.344339370727539062e+00,3.395529937744140625e+01,-2.098526716232299805e+00,-1.843102073669433594e+01
5.800000000000000000e+01,-1.490473651885986328e+01,5.421337127685546875e+01,1.537718391418457031e+01,-2.706637144088745117e+00,-7.062042713165283203e+00,-4.309067535400390625e+01,-4.560499572753906250e+01,-6.814716339111328125e+00,-8.702299118041992188e+00,8.918879508972167969e+00,4.714412212371826172e+00,1.367993736267089844e+01,3.398777008056640625e+01,-1.773075294494628906e+01,-1.128969860076904297e+01
5.900000000000000000e+01,-3.613493347167968750e+01,-1.325325870513916016e+01,-2.016575050354003906e+01,-3.558265686035156250e+01,-1.288510322570800781e+01,-2.330357360839843750e+01,-2.910524559020996094e+01,1.132691574096679688e+01,9.466966629028320312e+00,1.579755401611328125e+01,1.168126463890075684e-01,-2.819893836975097656e+00,-7.861473560333251953e+00,-4.663136959075927734e+00,1.541216468811035156e+01
6.000000000000000000e+01,-4.639897942543029785e-01,2.786143493652343750e+01,-1.754373359680175781e+01,-1.892774581909179688e+01,7.449342608451843262e-01,-1.958121109008789062e+01,-4.316779708862304688e+01,1.920259857177734375e+01,2.044656181335449219e+01,1.695703887939453125e+01,6.761566638946533203e+00,-1.161101150512695312e+01,1.768057632446289062e+01,-9.365736007690429688e+00,6.630968570709228516e+00
6.100000000000000000e+01,-1.077116370201110840e+00,1.461766529083251953e+01,2.841482353210449219e+01,-3.503502273559570312e+01,-3.818392562866210938e+01,-2.178803062438964844e+01,-2.144874763488769531e+01,2.835021400451660156e+01,1.854062080383300781e+01,1.790558052062988281e+01,1.630652618408203125e+01,2.970547676086425781e+01,8.797542572021484375e+00,-1.248036098480224609e+01,-1.296755194664001465e+00
6.200000000000000000e+01,5.715583801269531250e+00,3.413794326782226562e+01,-2.030950736999511719e+01,-2.110467338562011719e+01,-4.485894203186035156e+00,-1.832056427001953125e+01,-2.340967178344726562e+01,3.159269142150878906e+01,6.972010135650634766e+00,3.428451538085937500e+01,1.480536174774169922e+01,-1.378623485565185547e+01,-7.843667507171630859e+00,-9.754263877868652344e+00,-1.130536198616027832e+00
6.300000000000000000e+01,-1.440632104873657227e+00,4.768386363983154297e+00,6.900881767272949219e+00,4.641261100769042969e+00,-1.990242385864257812e+01,-2.930971145629882812e+01,-2.411487197875976562e+01,2.016284370422363281e+01,1.645884323120117188e+01,3.127762413024902344e+01,7.763267517089843750e+00,-2.787235736846923828e+00,2.385523605346679688e+01,1.175940513610839844e+01,-1.144190216064453125e+01
6.400000000000000000e+01,3.317218720912933350e-01,1.802626037597656250e+01,-7.631279468536376953e+00,-1.624625587463378906e+01,-1.032358264923095703e+01,-4.364909744262695312e+01,-3.577993392944335938e+01,3.016168403625488281e+01,1.430239772796630859e+01,1.906712770462036133e+00,9.831119537353515625e+00,7.611721754074096680e-01,3.210599899291992188e+01,-7.915736198425292969e+00,-2.741968727111816406e+01
6.500000000000000000e+01,-1.846162223815917969e+01,-8.755260467529296875e+00,1.916667747497558594e+01,-4.202495574951171875e+00,-1.905080986022949219e+01,-3.326588439941406250e+01,-1.287020587921142578e+01,3.827143311500549316e-01,7.086166381835937500e+00,3.845396995544433594e+00,6.891882419586181641e+00,4.650346338748931885e-01,3.242775344848632812e+01,-1.108511447906494141e+01,-1.203605556488037109e+01
6.600000000000000000e+01,-7.424744129180908203e+00,-2.984520435333251953e+00,-9.424785375595092773e-01,8.779768347740173340e-01,-6.392648220062255859e+00,-1.975561904907226562e+01,-1.872470474243164062e+01,9.429431915283203125e+00,3.273408710956573486e-01,2.140603256225585938e+01,7.397961139678955078e+00,-1.306194210052490234e+01,3.205183410644531250e+01,-3.322852373123168945e+00,-7.871326446533203125e+00
6.700000000000000000e+01,-1.046748447418212891e+01,1.137851715087890625e+01,1.331802463531494141e+01,3.672107934951782227e+00,-6.987760543823242188e+00,-4.771165084838867188e+01,-3.873450088500976562e+01,-1.247126960754394531e+01,6.057332992553710938e+00,8.225613594055175781e+00,4.790439605712890625e+00,-5.575350284576416016e+00,5.191441345214843750e+01,-1.399017047882080078e+01,-2.417861747741699219e+01
6.800000000000000000e+01,-8.300133705139160156e+00,2.009626579284667969e+01,2.969283294677734375e+01,-3.380949401855468750e+01,-3.718505477905273438e+01,-4.970681762695312500e+01,-2.087063980102539062e+01,5.690180301666259766e+00,1.989547157287597656e+01,2.689279794692993164e+00,2.741383934020996094e+01,4.790568161010742188e+01,1.767553710937500000e+01,-1.684261703491210938e+01,-9.532163619995117188e+00
